ダウンロードした時刻：2021/02/03 17:23:01

,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京,東京
2020/6/17,23.6,8,1,28.8,8,1,19.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時薄曇,8,1,薄曇一時晴,8,1
2020/6/18,22.1,8,1,25.5,8,1,19.6,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨,8,1
2020/6/19,18.7,8,1,19.8,8,1,18.0,8,1,50.0,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,雨時々曇後晴,8,1
2020/6/20,22.9,8,1,28.7,8,1,17.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇,8,1
2020/6/21,21.9,8,1,26.5,8,1,17.9,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇,8,1
2020/6/22,19.2,8,1,21.0,8,1,17.6,8,1,27.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨,8,1
2020/6/23,22.3,8,1,27.2,8,1,18.0,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇一時晴,8,1
2020/6/24,22.5,8,1,26.8,8,1,19.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後一時晴,8,1,曇後雨,8,1
2020/6/25,20.2,8,1,23.3,8,1,17.9,8,1,14.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨,8,1
2020/6/26,24.7,8,1,30.9,8,1,19.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇,8,1
2020/6/27,25.5,8,1,29.3,8,1,22.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後雨,8,1
2020/6/28,22.2,8,1,24.9,8,1,20.5,8,1,30.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,晴一時曇,8,1
2020/6/29,24.9,8,1,29.8,8,1,20.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々晴,8,1
2020/6/30,24.6,8,1,27.7,8,1,22.2,8,1,15.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨時々曇,8,1
2020/7/1,25.1,8,1,26.7,8,1,22.7,8,1,21.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,雨後曇,8,1
2020/7/2,25.9,8,1,30.8,8,1,21.7,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,薄曇一時晴,8,1
2020/7/3,23.8,8,1,28.7,8,1,20.3,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,大雨,8,1
2020/7/4,23.8,8,1,27.7,8,1,20.0,8,1,25.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨,8,1
2020/7/5,24.9,8,1,28.1,8,1,23.2,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇後雨,8,1
2020/7/6,24.8,8,1,26.9,8,1,22.8,8,1,40.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨時々曇,8,1
2020/7/7,27.2,8,1,29.3,8,1,25.1,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨,8,1
2020/7/8,26.0,8,1,28.5,8,1,23.6,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,雨時々曇,8,1
2020/7/9,23.7,8,1,26.1,8,1,22.3,8,1,14.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,曇時々雨,8,1
2020/7/10,25.3,8,1,28.1,8,1,22.7,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇,8,1
2020/7/11,27.5,8,1,31.2,8,1,24.8,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨、雷を伴う,8,1
2020/7/12,26.0,8,1,32.5,8,1,19.9,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,雨時々曇,8,1
2020/7/13,21.0,8,1,25.2,8,1,18.7,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,雨,8,1
2020/7/14,22.3,8,1,23.7,8,1,20.6,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇,8,1
2020/7/15,20.4,8,1,22.0,8,1,17.7,8,1,6.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨後一時曇,8,1
2020/7/16,20.7,8,1,24.6,8,1,17.4,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後雨,8,1
2020/7/17,19.3,8,1,20.6,8,1,18.1,8,1,34.5,0,8,1,0,1,8,1,0,1,8,1,雨後時々曇,8,1,雨一時曇,8,1
2020/7/18,20.4,8,1,22.0,8,1,19.2,8,1,20.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇,8,1
2020/7/19,24.3,8,1,29.3,8,1,21.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,曇一時晴,8,1
2020/7/20,26.9,8,1,31.9,8,1,23.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇時々雨,8,1
2020/7/21,25.5,8,1,29.0,8,1,22.5,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々雨,8,1
2020/7/22,26.6,8,1,29.9,8,1,24.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇後時々雨、雷を伴う,8,1
2020/7/23,23.2,8,1,26.0,8,1,22.1,8,1,31.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,曇一時雨,8,1
2020/7/24,24.5,8,1,27.2,8,1,21.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨,8,1
2020/7/25,25.1,8,1,27.4,8,1,23.7,8,1,23.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇時々雨,8,1
2020/7/26,25.6,8,1,31.2,8,1,23.5,8,1,18.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴,8,1,曇一時雨、雷を伴う,8,1
2020/7/27,26.3,8,1,30.7,8,1,23.9,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,雨時々曇,8,1
2020/7/28,26.7,8,1,31.0,8,1,23.9,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨時々曇,8,1
2020/7/29,22.9,8,1,25.6,8,1,21.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨,8,1
2020/7/30,23.2,8,1,26.5,8,1,20.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2020/7/31,24.8,8,1,29.6,8,1,22.4,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇後時々雨,8,1
2020/8/1,26.1,8,1,31.8,8,1,21.8,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2020/8/2,26.3,8,1,31.5,8,1,22.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴,8,1
2020/8/3,27.2,8,1,32.3,8,1,22.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2020/8/4,28.3,8,1,33.1,8,1,24.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後時々曇,8,1
2020/8/5,29.1,8,1,34.2,8,1,25.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2020/8/6,28.5,8,1,33.1,8,1,25.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,晴,8,1
2020/8/7,29.5,8,1,35.4,8,1,26.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇一時晴,8,1
2020/8/8,28.1,8,1,32.3,8,1,25.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇一時晴,8,1
2020/8/9,28.7,8,1,34.7,8,1,23.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇時々晴,8,1
2020/8/10,30.5,8,1,35.2,8,1,26.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,晴時々薄曇,8,1
2020/8/11,31.7,8,1,37.3,8,1,27.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2020/8/12,30.0,8,1,35.8,8,1,27.3,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴後曇一時雨、雷を伴う,8,1,曇一時雨後晴,8,1
2020/8/13,29.4,8,1,36.1,8,1,25.4,8,1,21.5,0,8,1,0,1,8,1,0,1,8,1,晴後時々曇一時雨、雷を伴う,8,1,晴,8,1
2020/8/14,29.4,8,1,34.2,8,1,24.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2020/8/15,31.0,8,1,36.1,8,1,26.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後薄曇,8,1
2020/8/16,31.2,8,1,35.4,8,1,28.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴、雷を伴う,8,1,曇後晴,8,1
2020/8/17,30.8,8,1,36.5,8,1,27.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇一時雨,8,1
2020/8/18,30.3,8,1,34.3,8,1,27.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,曇時々晴,8,1
2020/8/19,29.0,8,1,34.2,8,1,25.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,晴一時薄曇,8,1
2020/8/20,29.7,8,1,34.8,8,1,25.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2020/8/21,30.1,8,1,36.0,8,1,26.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2020/8/22,29.3,8,1,35.2,8,1,24.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇時々雨、雷を伴う,8,1
2020/8/23,25.6,8,1,29.4,8,1,23.2,8,1,38.0,0,8,1,0,1,8,1,0,1,8,1,曇時々大雨、雷を伴う,8,1,晴時々曇一時雨,8,1
2020/8/24,27.2,8,1,32.3,8,1,23.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,曇一時晴,8,1
2020/8/25,27.8,8,1,32.2,8,1,24.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2020/8/26,28.8,8,1,34.0,8,1,24.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2020/8/27,29.3,8,1,33.6,8,1,26.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,晴後時々曇,8,1
2020/8/28,30.2,8,1,34.5,8,1,27.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2020/8/29,30.3,8,1,35.0,8,1,26.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,薄曇時々晴,8,1
2020/8/30,30.0,8,1,34.9,8,1,26.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後薄曇,8,1
2020/8/31,27.5,8,1,32.6,8,1,22.7,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇時々雨,8,1
2020/9/1,24.9,8,1,27.4,8,1,21.9,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々雨,8,1
2020/9/2,26.8,8,1,32.1,8,1,24.0,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨、雷を伴う,8,1,曇後時々雨一時晴,8,1
2020/9/3,28.4,8,1,32.7,8,1,26.4,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,薄曇時々晴,8,1
2020/9/4,29.3,8,1,35.1,8,1,25.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇後晴,8,1
2020/9/5,28.6,8,1,34.2,8,1,25.3,8,1,8.5,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,曇時々雨、雷を伴う,8,1
2020/9/6,25.7,8,1,29.5,8,1,22.5,8,1,25.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴、雷を伴う,8,1,曇時々雨、雷を伴う,8,1
2020/9/7,26.7,8,1,31.2,8,1,24.2,8,1,19.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨、雷を伴う,8,1,曇一時雨後晴,8,1
2020/9/8,29.5,8,1,34.2,8,1,26.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,薄曇後晴,8,1
2020/9/9,29.0,8,1,33.6,8,1,25.2,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,薄曇時々晴一時雨,8,1
2020/9/10,27.7,8,1,31.7,8,1,25.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,晴,8,1
2020/9/11,28.3,8,1,32.5,8,1,24.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇時々雨,8,1
2020/9/12,23.7,8,1,27.7,8,1,22.0,8,1,14.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨時々曇後晴,8,1
2020/9/13,23.3,8,1,27.8,8,1,20.0,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨時々曇,8,1
2020/9/14,23.4,8,1,27.2,8,1,20.9,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,曇一時雨,8,1
2020/9/15,23.8,8,1,27.7,8,1,20.9,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々晴一時雨,8,1
2020/9/16,24.0,8,1,28.1,8,1,21.2,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々雨,8,1
2020/9/17,24.9,8,1,28.4,8,1,22.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後時々晴,8,1
2020/9/18,29.0,8,1,33.4,8,1,26.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴時々曇,8,1
2020/9/19,24.7,8,1,27.1,8,1,22.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2020/9/20,22.2,8,1,23.7,8,1,20.8,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨,8,1
2020/9/21,22.0,8,1,26.1,8,1,19.7,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴時々薄曇,8,1
2020/9/22,22.5,8,1,27.7,8,1,19.1,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,雨,8,1
2020/9/23,20.2,8,1,22.7,8,1,18.6,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨時々曇,8,1
2020/9/24,19.0,8,1,22.2,8,1,17.9,8,1,10.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨時々曇,8,1
2020/9/25,19.4,8,1,20.8,8,1,17.8,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨時々曇,8,1
2020/9/26,18.5,8,1,20.0,8,1,17.8,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,曇時々雨,8,1
2020/9/27,19.7,8,1,23.5,8,1,17.6,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇一時雨後晴,8,1
2020/9/28,21.5,8,1,27.4,8,1,16.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々晴後一時雨,8,1
2020/9/29,19.7,8,1,23.1,8,1,16.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇後時々晴,8,1
2020/9/30,20.0,8,1,25.4,8,1,14.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,曇後時々雨,8,1
2020/10/1,19.5,8,1,24.3,8,1,17.1,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,快晴,8,1
2020/10/2,21.0,8,1,26.7,8,1,16.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,曇時々晴,8,1
2020/10/3,21.7,8,1,26.3,8,1,18.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇,8,1
2020/10/4,22.0,8,1,26.2,8,1,19.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨,8,1
2020/10/5,21.7,8,1,24.8,8,1,20.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,曇一時晴,8,1
2020/10/6,21.0,8,1,24.8,8,1,17.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴時々曇,8,1
2020/10/7,18.3,8,1,23.9,8,1,14.6,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴後雨,8,1,雨,8,1
2020/10/8,14.7,8,1,15.5,8,1,13.8,8,1,44.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨,8,1
2020/10/9,14.5,8,1,15.4,8,1,13.8,8,1,38.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨,8,1
2020/10/10,16.0,8,1,17.1,8,1,13.8,8,1,73.5,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,曇時々雨,8,1
2020/10/11,19.8,8,1,23.3,8,1,17.0,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨,8,1
2020/10/12,21.5,8,1,25.1,8,1,18.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇時々晴,8,1
2020/10/13,22.1,8,1,26.7,8,1,19.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇時々晴,8,1
2020/10/14,20.3,8,1,23.2,8,1,18.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇,8,1
2020/10/15,16.8,8,1,19.7,8,1,14.7,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇,8,1
2020/10/16,16.1,8,1,19.5,8,1,13.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇時々雨,8,1
2020/10/17,12.7,8,1,16.0,8,1,11.5,8,1,23.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨後一時曇,8,1
2020/10/18,14.3,8,1,19.8,8,1,11.3,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,晴後一時曇,8,1
2020/10/19,13.1,8,1,17.1,8,1,11.2,8,1,9.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,曇一時雨,8,1
2020/10/20,15.6,8,1,21.0,8,1,10.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴,8,1
2020/10/21,16.0,8,1,21.6,8,1,11.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇一時雨,8,1
2020/10/22,17.4,8,1,22.1,8,1,14.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2020/10/23,16.8,8,1,17.9,8,1,14.3,8,1,8.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇時々晴一時雨,8,1
2020/10/24,17.3,8,1,21.2,8,1,12.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2020/10/25,15.5,8,1,21.3,8,1,11.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後一時薄曇,8,1
2020/10/26,16.2,8,1,22.9,8,1,10.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴時々曇,8,1
2020/10/27,16.7,8,1,20.8,8,1,13.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴時々曇,8,1
2020/10/28,16.6,8,1,20.2,8,1,13.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後晴,8,1
2020/10/29,17.3,8,1,22.8,8,1,13.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇,8,1
2020/10/30,14.9,8,1,18.5,8,1,11.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々晴,8,1,晴,8,1
2020/10/31,13.8,8,1,19.2,8,1,9.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴,8,1
2020/11/1,14.3,8,1,19.9,8,1,9.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇時々晴,8,1
2020/11/2,15.6,8,1,23.6,8,1,11.6,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇時々晴後一時雨,8,1,雨後一時曇,8,1
2020/11/3,14.8,8,1,17.1,8,1,12.8,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴一時曇,8,1
2020/11/4,13.7,8,1,18.6,8,1,9.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2020/11/5,13.4,8,1,19.4,8,1,9.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,曇時々晴,8,1
2020/11/6,12.8,5,1,16.2,8,1,10.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2020/11/7,15.5,8,1,20.6,8,1,11.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々雨,8,1
2020/11/8,17.3,8,1,22.4,8,1,13.5,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々晴,8,1
2020/11/9,13.5,8,1,18.3,8,1,10.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴時々曇,8,1
2020/11/10,11.9,8,1,16.9,8,1,8.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴一時曇,8,1
2020/11/11,11.9,8,1,16.9,8,1,8.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2020/11/12,10.2,8,1,13.1,8,1,6.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇,8,1
2020/11/13,13.7,8,1,19.0,8,1,9.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2020/11/14,14.7,8,1,20.3,8,1,10.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2020/11/15,13.4,8,1,18.6,8,1,7.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴時々曇,8,1
2020/11/16,14.7,8,1,21.4,8,1,9.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2020/11/17,15.2,8,1,20.7,8,1,10.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴後薄曇,8,1
2020/11/18,15.8,8,1,21.4,8,1,10.3,8,1,0,1,8,1,0,1,8,1,0,1,5,1,晴一時曇,8,1,晴後薄曇,8,1
2020/11/19,19.1,8,1,24.9,8,1,13.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時薄曇,8,1,薄曇一時晴,8,1
2020/11/20,21.9,8,1,23.9,8,1,18.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時晴,8,1
2020/11/21,16.6,8,1,20.2,8,1,11.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2020/11/22,15.0,8,1,19.3,8,1,8.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴時々曇,8,1
2020/11/23,15.5,8,1,20.9,8,1,11.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇,8,1
2020/11/24,11.8,8,1,13.3,8,1,10.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,雨時々曇,8,1
2020/11/25,10.5,8,1,12.1,8,1,9.2,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇時々晴,8,1
2020/11/26,12.8,8,1,18.6,8,1,9.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々晴,8,1
2020/11/27,11.6,8,1,13.2,8,1,10.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後一時晴,8,1
2020/11/28,11.8,8,1,17.3,8,1,8.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇一時晴,8,1
2020/11/29,10.1,8,1,13.7,8,1,7.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴,8,1
2020/11/30,9.9,8,1,14.9,8,1,5.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴時々曇,8,1
2020/12/1,10.2,8,1,14.9,8,1,5.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後時々曇,8,1
2020/12/2,8.2,8,1,10.2,8,1,7.0,8,1,8.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,雨時々曇,8,1
2020/12/3,8.1,8,1,10.6,8,1,6.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴一時曇,8,1
2020/12/4,9.2,8,1,13.9,8,1,5.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴後曇一時雨,8,1
2020/12/5,6.6,8,1,7.7,8,1,4.4,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,雨後時々曇,8,1,曇後晴,8,1
2020/12/6,8.2,8,1,13.5,8,1,4.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,快晴,8,1
2020/12/7,9.7,8,1,16.1,8,1,4.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴一時曇,8,1
2020/12/8,11.4,8,1,17.2,8,1,5.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後時々曇,8,1,曇,8,1
2020/12/9,9.8,8,1,12.2,8,1,7.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後時々雨,8,1
2020/12/10,9.3,8,1,12.2,8,1,6.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,晴一時曇,8,1
2020/12/11,10.2,8,1,14.4,8,1,5.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇,8,1
2020/12/12,11.4,8,1,15.0,8,1,8.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,晴時々曇,8,1
2020/12/13,9.9,8,1,15.4,8,1,5.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,晴一時曇,8,1
